cancelacion,longitud_cuenta,plan_internacional,plan_buzon,mensajes_buzon,total_minutos_dia,total_llamadas_dia,total_costo_dia,total_minutos_tarde,total_llamadas_tarde,total_costo_tarde,total_minutos_noche,total_llamadas_noche,total_costo_noche,total_minutos_internacionales,total_llamadas_internacionales,total_costo_internacional,llamadas_servicio_cliente,total_minutos_dia_log,total_llamadas_dia_log,total_costo_dia_log,total_minutos_noche_log,total_llamadas_noche_log,total_costo_noche_log,total_minutos_internacionales_log,total_llamadas_internacionales_log,total_costo_internacional_log
No,92,no,no,0,0.5598035776920378,0.34615384615384615,0.5597276665978957,269.3,105,22.89,0.3375382262996942,0.548076923076923,0.33729821580288877,0.5367647058823529,0.5,0.5367847411444142,1,5.288267030694535,4.442651256490317,3.5406694269487495,5.074548619839908,4.663439094112067,2.0980179272527715,2.468099531471619,1.6094379124341003,1.366091653802371
No,113,no,yes,32,0.5015783935461242,0.3942307692307693,0.5015473488755933,129.4,124,11.0,0.36811926605504586,0.7307692307692307,0.36788445199660147,0.36029411764705876,0.25,0.3596730245231608,1,5.200704537681037,4.499809670330265,3.4553698605505483,5.123368564083496,4.8283137373023015,2.1412419425852827,2.2407096892759584,1.0986122886681096,1.184789984909162
Yes,68,yes,no,0,0.3896878288319888,0.7500000000000001,0.38972560346606155,219.4,125,18.65,0.4889143730886849,0.701923076923077,0.4885301614273576,0.8088235294117645,0.875,0.8092643051771118,1,5.0072963928307415,4.844187086458591,3.2676659890376327,5.295814236329918,4.804021044733257,2.295560478057081,2.740840023925201,2.0794415416798357,1.5933085305042167
No,135,no,yes,22,0.5601543318133988,0.6250000000000001,0.5601402929647205,259.4,95,22.05,0.24503058103975528,0.8365384615384616,0.2446898895497026,0.8161764705882351,0.625,0.8147138964577658,2,5.288771953704505,4.736198448394496,3.541249137109912,4.9104465668408235,4.912654885736052,1.9544450515051506,2.747270914255491,1.791759469228055,1.597365331199831
No,100,no,yes,26,0.40792704314275685,0.6442307692307693,0.4078811636063545,137.8,146,11.71,0.5462538226299694,0.5384615384615384,0.5463041631265929,0.9117647058823528,0.625,0.9100817438692099,1,5.04148775757902,4.7535901911063645,3.3006401266708405,5.368309738368072,4.653960350157523,2.361796952625892,2.827313621929028,1.791759469228055,1.665818245870208
No,96,no,yes,27,0.7853384777271133,0.46153846153846156,0.7852279760676708,220.9,101,18.78,0.41590214067278286,0.47115384615384615,0.4154630416312659,0.5735294117647058,0.25,0.5722070844686649,1,5.569488886872828,4.574710978503383,3.8159525366774125,5.1951766076285235,4.584967478670572,2.2049722641270453,2.509599262378372,1.0986122886681096,1.3987168811184478
No,108,no,no,0,0.7323746054016134,0.5192307692307693,0.7322054879306789,202.4,134,17.2,0.41857798165137605,0.451923076923077,0.4180118946474086,0.4338235294117646,0.625,0.4332425068119892,1,5.510197725583535,4.634728988229636,3.7577056450437887,5.199049364889367,4.564348191467836,2.2082744135228043,2.341805806147327,1.791759469228055,1.264126727145683
No,84,no,no,0,0.5387583304103823,0.3846153846153847,0.5386837218898288,318.8,119,27.1,0.6754587155963302,0.29807692307692313,0.675446049277825,0.22058823529411759,0.5,0.22070844686648505,0,5.2574953720277815,4.48863636973214,3.510649515223235,5.514637692514121,4.382026634673881,2.495681722955959,2.0149030205422647,1.6094379124341003,1.0152306797290587
No,134,no,no,0,0.5994387934058225,0.3653846153846154,0.5993397978130802,253.6,89,21.56,0.8425076452599388,0.3653846153846154,0.842820730671198,0.6691176470588234,0.375,0.667574931880109,1,5.343768629451954,4.465908118654584,3.594843462187342,5.676753802268282,4.465908118654584,2.6461747973841225,2.6100697927420065,1.3862943611198906,1.4816045409242156
No,72,no,no,0,0.7562258856541564,0.24038461538461542,0.7561378172065195,219.3,78,18.64,0.5359327217125383,0.3942307692307693,0.536108751062022,0.4632352941176471,0.5,0.46321525885558584,0,5.537334267018537,4.304065093204169,3.784416880823,5.355642433167306,4.499809670330265,2.3504224224082058,2.379546134130174,1.6094379124341003,1.2947271675944
No,83,no,no,0,0.5783935461241669,0.375,0.5782958531050134,201.5,111,17.13,0.11888379204892968,0.326923076923077,0.11894647408666098,0.24264705882352933,0.5,0.2425068119891009,0,5.314682720634301,4.477336814478207,3.566429294357372,4.631812116934513,4.418840607796598,1.7191887763932197,2.0541237336955462,1.6094379124341003,1.0438040521731147
No,137,no,no,0,0.48053314626446864,0.6923076923076924,0.48050340416752635,156.3,98,13.29,0.2519113149847094,0.701923076923077,0.25148683092608326,0.4926470588235292,0.625,0.49046321525885567,0,5.1670690799380825,4.795790545596741,3.4226326623822203,4.923623917106626,4.804021044733257,1.965712776351493,2.4159137783010487,1.791759469228055,1.3217558399823195
No,56,no,yes,30,0.3146264468607506,0.3942307692307693,0.3146276047039406,172.1,116,14.63,0.47400611620795097,0.6057692307692307,0.4740866610025488,0.6323529411764705,0.375,0.6321525885558583,1,4.852811208902689,4.499809670330265,3.1183922862898785,5.276071757600717,4.718498871295094,2.278292400425001,2.5726122302071057,1.3862943611198906,1.4516138272405332
No,61,yes,yes,16,0.37215012276394244,0.2692307692307693,0.37218898287600577,242.6,58,20.62,0.2947247706422018,0.451923076923077,0.29481733220050976,0.5735294117647058,0.375,0.5722070844686649,0,4.973279507552487,4.343805421853684,3.2347491740244907,5.001930853466109,4.564348191467836,2.0347056478384444,2.509599262378372,1.3862943611198906,1.3987168811184478
No,171,no,yes,17,0.5243774114345844,0.4423076923076923,0.5242417990509594,240.0,138,20.4,0.49808868501529047,0.15384615384615385,0.497875955819881,0.16911764705882348,0.375,0.16893732970027253,1,5.23590990641942,4.553876891600541,3.489513462710723,5.307772525318792,4.174387269895637,2.306577114263583,1.916922612182061,1.3862943611198906,0.9439058989071285
No,123,no,no,0,0.5492809540512101,0.673076923076923,0.5492056942438621,242.0,114,20.57,0.2893730886850153,0.576923076923077,0.2888700084961767,0.6323529411764705,0.5,0.6321525885558583,1,5.272999558563747,4.77912349311153,3.525772116243786,4.9924713234685845,4.6913478822291435,2.0255131996542803,2.5726122302071057,1.6094379124341003,1.4516138272405332
No,58,no,no,0,0.6923886355664679,0.3942307692307693,0.6923870435320818,106.8,131,9.08,0.4124617737003058,0.7115384615384616,0.4120645709430756,0.47058823529411764,0.75,0.4686648501362399,0,5.462983988103271,4.499809670330265,3.711618941083426,5.190175207928333,4.812184355372417,2.200552367428894,2.388762789235098,1.9459101490553132,1.3001916620664788
No,156,no,no,0,0.3027008067344791,0.46153846153846156,0.30266144006602025,103.0,80,8.76,0.4541284403669724,0.326923076923077,0.45369583687340687,0.7058823529411763,0.5,0.7057220708446867,1,4.825910852685991,4.574710978503383,3.092405160814252,5.249127122357265,4.418840607796598,2.253394848803274,2.6461747973841225,1.6094379124341003,1.5129270120532565
No,166,no,no,0,0.47877937565766404,0.5288461538461539,0.4786465855168145,276.4,83,23.49,0.459480122324159,0.6250000000000001,0.45964316057774,0.8676470588235292,0.625,0.8664850136239783,0,5.164214382024556,4.6443908991413725,3.4196919642983197,5.256453162449338,4.736198448394496,2.2607208888953467,2.791165107812717,1.791759469228055,1.635105659182678
No,75,no,yes,41,0.3279551034724658,0.6442307692307693,0.3278316484423355,203.4,110,17.29,0.38646788990825676,0.1923076923076923,0.3865760407816483,0.6544117647058822,0.5,0.6539509536784742,1,4.882044059723269,4.7535901911063645,3.1463051320333655,5.1515559851526325,4.23410650459726,2.166765369851511,2.5952547069568657,1.6094379124341003,1.4701758451005928
Yes,75,no,no,0,0.9722904244124869,0.5192307692307693,0.9721477202393234,169.8,86,14.43,0.819954128440367,0.5,0.8198810535259132,0.16176470588235292,0.375,0.1607629427792916,2,5.75447558897172,4.634728988229636,3.997833661841257,5.656341400056065,4.61512051684126,2.626840145676667,1.9021075263969205,1.3862943611198906,0.9321640810304452
No,83,no,no,0,0.668186601192564,0.28846153846153844,0.6680420878894162,207.5,115,17.64,0.5393730886850152,0.5,0.5395072217502124,0.6323529411764705,0.625,0.6321525885558583,1,5.433285226958521,4.3694478524670215,3.6823582371236707,5.3598827222061916,4.61512051684126,2.354228326145884,2.5726122302071057,1.791759469228055,1.4516138272405332
No,243,no,no,0,0.20378814451069802,0.42307692307692313,0.203837425211471,163.7,63,13.91,0.7400611620795107,0.673076923076923,0.7400169923534409,0.22794117647058815,0.75,0.22615803814713903,2,4.56954300834494,4.532599493153256,2.847232265235547,5.580484258311707,4.77912349311153,2.556451816951096,2.028148247292285,1.9459101490553132,1.0224509277025458
No,153,no,no,0,0.5187653454928096,0.7596153846153847,0.518671343098824,208.0,73,17.68,0.517966360856269,0.7307692307692307,0.5174171622769753,0.8529411764705881,0.375,0.8528610354223436,1,5.227358277607543,4.852030263919617,3.481240089335692,5.333201768401539,4.8283137373023015,2.329227023940467,2.7788192719904172,1.3862943611198906,1.6253112615903906
No,150,no,no,0,0.3819712381620485,0.8173076923076924,0.38188570249638953,202.7,95,17.23,0.6272935779816513,0.5288461538461539,0.627017841971113,0.7058823529411763,0.375,0.7057220708446867,1,4.9924713234685845,4.897839799950911,3.2530839961979376,5.462559809942086,4.6443908991413725,2.4475508632442313,2.6461747973841225,1.3862943611198906,1.5129270120532565
No,92,no,yes,16,0.5142055419151175,0.4903846153846154,0.5141324530637509,76.4,134,6.49,0.43769113149847083,0.46153846153846156,0.43755310110450296,0.6764705882352939,0.375,0.6757493188010901,2,5.220355825078325,4.605170185988092,3.474447843401748,5.226284163648205,4.574710978503383,2.2332350148592526,2.617395832834079,1.3862943611198906,1.4883995840570443
No,80,no,no,0,0.23991581901087336,0.5961538461538461,0.2399422323086445,43.9,88,3.73,0.4548929663608562,0.375,0.4545454545454545,0.7058823529411763,0.625,0.7057220708446867,0,4.6709579265260945,4.709530201312334,2.9439125248241944,5.250176991220101,4.477336814478207,2.254444717666111,2.6461747973841225,1.791759469228055,1.5129270120532565
No,134,no,no,0,0.4931602946334619,0.5961538461538461,0.49308850835568396,153.8,64,13.07,0.6345565749235473,0.548076923076923,0.6346644010195412,0.6029411764705881,0.5,0.6021798365122617,1,5.187385805840755,4.709530201312334,3.4423393249933305,5.47058858748849,4.663439094112067,2.4553061800117097,2.5416019934645457,1.6094379124341003,1.425515074273172
No,77,no,yes,24,0.39284461592423714,0.25,0.39282030121724776,123.9,72,10.53,0.3964067278287462,0.34615384615384615,0.39592183517417157,0.48529411764705865,0.75,0.48501362397820175,1,5.0132984115157395,4.31748811353631,3.2733640101522705,5.1664987919271885,4.442651256490317,2.179286876649552,2.4069451083182885,1.9459101490553132,1.3164082336557241
No,147,no,no,0,0.6032970887407927,0.5384615384615384,0.6032597482979163,132.5,78,11.26,0.3012232415902141,0.7211538461538461,0.3007646559048428,0.5735294117647058,0.375,0.5722070844686649,2,5.349010480863555,4.653960350157523,3.6000482404073204,5.0132984115157395,4.820281565605037,2.0438143640366846,2.509599262378372,1.3862943611198906,1.3987168811184478
No,74,no,no,0,0.4724658014731673,0.548076923076923,0.472457190014442,211.7,99,17.99,0.42660550458715585,0.548076923076923,0.4265080713678844,0.5955882352941175,0.75,0.5940054495912808,1,5.153869462182164,4.663439094112067,3.40982670836021,5.21057845224003,4.663439094112067,2.2192034840549946,2.533696813957432,1.9459101490553132,1.4182774069729414
No,138,yes,no,0,0.4626446860750614,0.326923076923077,0.46255415721064586,217.9,147,18.52,0.43425076452599376,0.27884615384615385,0.4341546304163125,0.4338235294117646,0.5,0.4332425068119892,1,5.1375615876686425,4.418840607796598,3.393837027255863,5.221436322212079,4.356708826689592,2.2289385528257473,2.341805806147327,2.302585092994046,1.264126727145683
No,143,no,no,0,0.2865661171518765,0.6634615384615384,0.2865690117598515,287.7,136,24.45,0.5825688073394495,0.5,0.5828377230246389,0.639705882352941,0.5,0.6376021798365124,0,4.788324729085938,4.770684624465665,3.056356895370426,5.4116460518550396,4.61512051684126,2.401525040848949,2.580216829592325,1.6094379124341003,1.4562867329399256
No,64,no,no,0,0.5499824622939319,0.951923076923077,0.5498246337940994,173.4,87,14.74,0.7572629969418959,0.6346153846153847,0.7570093457943924,0.14705882352941174,0.25,0.14713896457765674,2,5.274024673978992,4.997212273764115,3.526654599019104,5.597310230145684,4.74493212836325,2.5718485799218085,1.8718021769015913,1.0986122886681096,0.9122827104766162
No,120,no,no,0,0.5661171518765346,0.07692307692307698,0.5661233752836806,230.1,73,19.56,0.18807339449541283,0.3173076923076923,0.1877655055225148,0.47058823529411764,0.375,0.4686648501362399,2,5.297316866214453,4.04305126783455,3.5496173867804286,4.794136285500715,4.406719247264253,1.8547342683894434,2.388762789235098,1.3862943611198906,1.3001916620664788
Yes,121,yes,no,0,0.4570326201332865,0.4423076923076923,0.4569837012585105,93.7,121,7.96,0.6525229357798165,0.6442307692307693,0.6525063721325403,0.7279411764705881,0.125,0.7275204359673026,3,5.128121989551922,4.553876891600541,3.3847291889548483,5.49017662782248,4.7535901911063645,2.4731713935695794,2.667228206581955,0.6931471805599453,1.5303947050936475
No,88,no,no,0,0.578042792002806,0.3653846153846154,0.5778832267381886,216.8,93,18.43,0.6452599388379204,0.4903846153846154,0.6448598130841121,0.6102941176470588,0.25,0.6103542234332426,2,5.314190715704327,4.465908118654584,3.5658640032173894,5.4823042026610525,4.605170185988092,2.4655539212721855,2.5494451709255714,1.0986122886681096,1.4327007339340463
Yes,87,no,no,0,0.9999999999999999,0.5576923076923078,1.0,204.6,93,17.39,0.44189602446483167,0.7692307692307693,0.4418011894647409,0.4338235294117646,0.5,0.4332425068119892,2,5.7791991139409555,4.672828834461906,4.022311359322269,5.232177564043492,4.859812404361672,2.238579763018133,2.341805806147327,1.6094379124341003,1.264126727145683
No,100,no,no,0,0.6271483689933356,0.5673076923076924,0.6269857643903446,215.6,84,18.33,0.25917431192660545,0.7596153846153847,0.2591333899745115,0.4926470588235292,0.375,0.49046321525885567,0,5.38081858805978,4.68213122712422,3.6309854756950335,4.937347498326424,4.852030263919617,1.9782390361706734,2.4159137783010487,1.3862943611198906,1.3217558399823195
No,104,no,no,0,0.13679410733076117,0.6538461538461539,0.1367856406024345,115.6,74,9.83,0.5951834862385321,0.4423076923076923,0.594732370433305,0.4338235294117646,0.375,0.4332425068119892,3,4.3489867805956814,4.762173934797756,2.63834278867739,5.426270730858498,4.553876891600541,2.414126467726953,2.341805806147327,1.3862943611198906,1.264126727145683
No,27,no,no,0,0.12381620484040687,0.2596153846153846,0.12378791004745202,208.6,117,17.73,0.49617737003058104,0.22115384615384615,0.49617672047578587,0.47058823529411764,0.375,0.4686648501362399,1,4.300002799195291,4.330733340286331,2.5922651681085,4.2017030805426,4.276666119016055,1.3762440252663892,2.388762789235098,1.3862943611198906,1.3001916620664788
No,81,no,yes,31,0.606804629954402,0.5,0.6067670724159275,225.5,97,19.17,0.3749999999999999,0.6923076923076924,0.3746813933729821,0.4558823529411763,0.5,0.455040871934605,0,5.353752073436137,4.61512051684126,3.6046822953131805,5.134032172240181,4.795790545596741,2.150598735996164,2.3702437414678603,1.6094379124341003,1.2864740258376797
No,64,yes,yes,33,0.31497720098211157,0.4326923076923077,0.31483391788735304,162.9,104,13.85,0.6758409785932721,0.5865384615384616,0.675446049277825,0.33823529411764697,0.5,0.337874659400545,0,4.853591544486569,4.543294782270004,3.1188344706879745,5.515040350059324,4.700480365792417,2.495681722955959,2.2082744135228043,2.639057329615259,1.1600209167967532
No,107,no,yes,28,0.5766397755173623,0.29807692307692313,0.5766453476377141,304.9,128,25.92,0.5925076452599387,0.8173076923076924,0.5921835174171622,0.6176470588235293,1.0,0.6158038147138964,1,5.312220271717028,4.382026634673881,3.564166209940295,5.423186348593906,4.897839799950911,2.4114394979061275,2.5572273113676265,2.1972245773362196,1.43746264769429
No,88,no,yes,17,0.6387232549982462,0.28846153846153844,0.6387456158448526,222.1,94,18.88,0.4499235474006116,0.42307692307692313,0.44944774851316915,0.9264705882352942,0.625,0.9264305177111718,1,5.395897694886901,4.3694478524670215,3.6459719531026598,5.243333058215277,4.532599493153256,2.248128907197987,2.8390784635086144,1.791759469228055,1.6770965609079151
No,111,no,no,0,0.2171168011224132,0.6153846153846155,0.2170414689498659,270.5,136,22.99,0.5913608562691132,0.4423076923076923,0.5913338997451147,0.40441176470588225,0.75,0.4032697547683925,3,4.60816569496789,4.727387818712341,2.883682769745368,5.421861552639491,4.553876891600541,2.410542234499138,2.302585092994046,1.9459101490553132,1.2325602611778486
No,77,no,no,0,0.7078218169063486,0.6346153846153847,0.7076542191046008,150.0,115,12.75,0.34480122324159024,0.3173076923076923,0.3449447748513169,0.5,0.25,0.4986376021798365,5,5.481471909645883,4.74493212836325,3.729541435832826,5.086361004624392,4.406719247264253,2.1090003439213802,2.424802725718295,1.0986122886681096,1.3297240096314962
No,67,yes,no,0,0.29287969133637326,0.09615384615384615,0.29275840726222413,235.0,88,19.98,0.09365443425076447,0.7884615384615384,0.09345794392523366,0.5808823529411764,0.5,0.5803814713896458,2,4.803201036487226,4.07753744390572,3.070375816549757,4.565389315976247,4.875197323201151,1.66392609771817,2.517696472610991,2.4849066497880004,1.4060969884160703
No,102,no,no,0,0.6569624693090144,0.3173076923076923,0.6569011759851455,129.4,112,11.0,0.37079510703363905,0.5865384615384616,0.3704333050127443,0.9044117647058822,0.75,0.9046321525885559,1,5.41920668382349,4.406719247264253,3.6686767467964168,5.127529045567755,4.700480365792417,2.1447610078004784,2.8213788864092133,1.9459101490553132,1.6620303625532709
No,146,no,yes,19,0.488249736934409,0.3846153846153847,0.4881369919537859,162.7,66,13.83,0.5538990825688073,0.48076923076923084,0.5539507221750212,0.8161764705882351,0.75,0.8147138964577658,1,5.17953383055807,4.48863636973214,3.4346321577483927,5.377590547442544,4.59511985013459,2.3702437414678603,2.747270914255491,1.9459101490553132,1.597365331199831
No,144,no,yes,51,0.8646089091546825,0.48076923076923084,0.8644522384980401,192.0,109,16.32,0.48050458715596334,0.35576923076923084,0.48003398470688186,0.4779411764705881,0.5,0.4768392370572208,1,5.652138241503862,4.59511985013459,3.897112392692392,5.2847254130285695,4.454347296253507,2.285438934159075,2.3978952727983707,1.6094379124341003,1.308332819650179
Yes,96,no,no,0,0.502279901788846,0.42307692307692313,0.5021662884258304,190.9,114,16.23,0.860091743119266,0.7403846153846155,0.8598130841121495,0.5,0.5,0.4986376021798365,1,5.201806466167193,4.532599493153256,3.456316680883235,5.692384429703832,4.836281906951478,2.6602595372658615,2.424802725718295,1.6094379124341003,1.3297240096314962
No,70,no,yes,31,0.31041739740441954,0.5096153846153847,0.3102950278522797,196.4,102,16.69,0.6961009174311925,0.2596153846153846,0.6958368734069668,0.5,0.5,0.4986376021798365,1,4.843399374720342,4.624972813284271,3.109060958860994,5.536152466605236,4.330733340286331,2.5152741864043966,2.424802725718295,1.6094379124341003,1.3297240096314962
No,149,no,no,0,0.7022097509645738,0.29807692307692313,0.7020837631524655,192.4,107,16.35,0.5229357798165137,0.6057692307692307,0.5225148683092609,0.4117647058823528,0.5,0.4114441416893733,0,5.474788509663815,4.382026634673881,3.7230393057606412,5.339459309879212,4.718498871295094,2.3350522831315472,2.312535423847214,2.302585092994046,1.2412685890696329
No,129,no,no,0,0.5647141353910908,0.41346153846153844,0.5646791829997937,264.7,106,22.5,0.1559633027522936,0.5096153846153847,0.15548003398470683,0.4191176470588234,0.25,0.41689373297002735,2,5.295312857527738,4.5217885770490405,3.5476038667559826,4.722063937459591,4.624972813284271,1.7934247485471162,2.322387720290225,1.0986122886681096,1.247032293786383
No,166,no,no,0,0.8309365135040336,0.5961538461538461,0.8308231896018157,52.9,109,4.5,0.6708715596330275,0.6826923076923078,0.6703483432455395,0.5441176470588235,0.625,0.5422343324250682,0,5.617861412148562,4.709530201312334,3.863462814812769,5.509793112994564,4.787491742782046,2.4907230351094403,2.4765384001174837,1.791759469228055,1.3711807233098425
Yes,136,yes,no,0,0.5689231848474219,0.3942307692307693,0.5688054466680421,211.4,96,17.97,0.006880733944954143,0.34615384615384615,0.006796941376380594,0.551470588235294,0.5,0.5504087193460492,3,5.301312875527835,4.499809670330265,3.5533460588187404,4.29592393562047,4.442651256490317,1.449269160281279,2.4849066497880004,1.6094379124341003,1.3787660946990992
No,149,no,no,0,0.6324096808137495,0.41346153846153844,0.6323499071590675,273.5,74,23.25,0.5974770642201834,0.4903846153846154,0.5972812234494478,0.44852941176470573,0.375,0.44686648501362397,3,5.387700927682722,4.5217885770490405,3.6378492830011573,5.4289069362516384,4.605170185988092,2.4168062370840686,2.3608540011180215,1.3862943611198906,1.2781522025001875
No,70,no,no,0,0.34128376008418093,0.46153846153846156,0.34124200536414273,235.9,90,20.05,0.7247706422018347,0.6250000000000001,0.7247238742565846,0.30147058823529405,0.75,0.29972752043596734,3,4.9104465668408235,4.574710978503383,3.173878458937465,5.565286397402276,4.736198448394496,2.542389085201363,2.151762203259462,1.9459101490553132,1.11514159061932
No,120,no,yes,24,0.6148719747457032,0.24038461538461542,0.6148132865690117,257.5,103,21.89,0.6009174311926605,0.6826923076923078,0.600679694137638,0.4558823529411763,0.5,0.455040871934605,2,5.364573162325102,4.304065093204169,3.6152329139456376,5.432848259505643,4.787491742782046,2.4203681286504293,2.3702437414678603,2.639057329615259,1.2864740258376797
No,66,no,no,0,0.767800771659067,0.8365384615384616,0.767691355477615,180.2,106,15.32,0.4461009174311926,0.8365384615384616,0.4460492778249787,0.19852941176470584,0.875,0.19618528610354224,2,5.550242719287699,4.912654885736052,3.7970609869584644,5.238036435663107,4.912654885736052,2.2438960966453663,1.9740810260220096,2.0794415416798357,0.9820784724121581
No,104,no,no,0,0.5128025254296738,0.8173076923076924,0.5126882607798638,120.7,98,10.26,0.5523700305810396,0.6153846153846155,0.5522514868309261,0.6764705882352939,0.25,0.6757493188010901,1,5.218191322068752,4.897839799950911,3.4722769633431074,5.3757412635128405,4.727387818712341,2.3683728335320486,2.617395832834079,1.0986122886681096,1.4883995840570443
No,160,no,no,0,0.48684672044896526,0.40384615384615385,0.486692799669899,196.0,115,16.66,0.7389143730886848,0.451923076923077,0.7391673746813935,0.4191176470588234,0.5,0.41689373297002735,1,5.177279038170981,4.51085950651685,3.432372999130605,5.579352396278024,4.564348191467836,2.5556757206762075,2.322387720290225,1.6094379124341003,1.247032293786383
No,129,no,yes,37,0.587863907400912,0.4423076923076923,0.5877862595419848,165.4,103,14.06,0.43730886850152906,0.3173076923076923,0.43670348343245535,0.6029411764705881,1.0,0.6021798365122617,1,5.327876168789581,4.553876891600541,3.5793435670456293,5.225746673713202,4.406719247264253,2.2321626286975,2.5416019934645457,2.1972245773362196,1.425515074273172
Yes,93,no,no,0,0.8084882497369342,0.6346153846153847,0.8083350526098618,223.0,74,18.96,0.7343272171253822,0.40384615384615385,0.7340696686491078,0.5735294117647058,0.375,0.5722070844686649,3,5.5943395632748185,4.74493212836325,3.8403121578741457,5.574812093359241,4.51085950651685,2.551006451492524,2.509599262378372,1.3862943611198906,1.3987168811184478
No,169,no,no,0,0.49736934408979305,0.6057692307692307,0.4972147720239324,175.2,130,14.89,0.6039755351681956,0.42307692307692313,0.6040781648258283,0.47058823529411764,0.75,0.4686648501362399,2,5.194067345174237,4.718498871295094,3.4487168976301317,5.436338664445412,4.532599493153256,2.423917378161571,2.388762789235098,1.9459101490553132,1.3001916620664788
No,58,no,no,0,0.39284461592423714,0.9326923076923078,0.39282030121724776,196.5,105,16.7,0.5309633027522935,0.576923076923077,0.5310110450297366,0.838235294117647,0.375,0.8365122615803815,1,5.0132984115157395,4.983606621708336,3.2733640101522705,5.349485653122436,4.6913478822291435,2.344686269012681,2.766319109226186,1.3862943611198906,1.6134299337036377
No,75,no,yes,38,0.44265170115748853,0.8076923076923078,0.44254177841964104,146.7,113,12.47,0.49617737003058104,0.6442307692307693,0.49617672047578587,0.7058823529411763,0.375,0.7057220708446867,3,5.103518288242969,4.890349128221754,3.360722549096437,5.848748244906387,4.7535901911063645,2.8069901489571136,2.6461747973841225,1.3862943611198906,1.5129270120532565
No,45,no,no,0,0.596983514556296,0.22115384615384615,0.5968640396121312,152.7,94,12.98,0.5626911314984709,0.7403846153846155,0.562446898895497,0.6544117647058822,0.5,0.6539509536784742,1,5.340418542566672,4.276666119016055,3.591542221224979,5.388158070547826,4.836281906951478,2.379546134130174,2.5952547069568657,2.639057329615259,1.4701758451005928
No,155,no,no,0,0.44896527534198527,0.576923076923077,0.44893748710542614,183.7,103,15.61,0.03669724770642202,0.576923076923077,0.03653355989804585,0.3970588235294117,0.5,0.39509536784741145,3,5.114394528387108,4.6913478822291435,3.3714252233284854,4.396915247167632,4.6913478822291435,1.5282278570085572,2.2925347571405443,1.6094379124341003,1.2237754316221157
No,52,no,no,0,0.6047001052262364,0.6346153846153847,0.6047039405818032,171.3,82,14.56,0.3211009174311926,0.6826923076923078,0.32115548003398464,0.47058823529411764,0.5,0.4686648501362399,4,5.350909816667207,4.74493212836325,3.6019589820832345,5.047288611744291,4.787491742782046,2.0744289998562917,2.388762789235098,2.302585092994046,1.3001916620664788
No,119,no,yes,27,0.6408277797264117,0.7692307692307693,0.6408087476789768,268.2,133,22.8,0.2901376146788991,0.3076923076923077,0.2897196261682242,0.5588235294117646,0.375,0.5585831062670301,0,5.3986150878634005,4.859812404361672,3.6485781573404106,4.993828175779875,4.394449154672439,2.0268315914075385,2.4932054526026954,1.3862943611198906,1.3862943611198906
No,86,no,no,0,0.3644335320940021,0.23076923076923073,0.36434908190633386,154.3,95,13.12,0.5351681957186544,0.41346153846153844,0.5352591333899746,0.34558823529411753,0.625,0.34332425068119893,1,4.957937505095806,4.290459441148391,3.219675505038765,5.354697699984144,4.5217885770490405,2.349468678892896,2.2192034840549946,1.791759469228055,1.1662709371419244
No,42,no,no,0,0.5580498070852332,0.3942307692307693,0.5580771611305962,241.3,123,20.51,0.27752293577981646,0.548076923076923,0.27697536108751064,0.03676470588235292,0.875,0.03542234332425076,0,5.285738584341177,4.499809670330265,3.538347219809389,4.971201224850849,4.663439094112067,2.0068708488450007,1.6094379124341003,2.0794415416798357,0.7323678937132266
No,127,yes,no,0,0.5033321641529288,0.6346153846153847,0.5031978543428925,209.5,118,17.81,0.6853975535168195,0.548076923076923,0.6856414613423959,0.2867647058823529,0.5,0.2861035422343325,2,5.203457085524077,4.74493212836325,3.457892725338701,5.525054453372377,4.663439094112067,2.505525936990736,2.128231705849268,1.6094379124341003,1.0986122886681096
No,123,no,no,0,0.23710978603998598,0.9807692307692307,0.23705384774087065,251.6,90,21.39,0.716360856269113,0.4326923076923077,0.7162276975361087,0.838235294117647,0.625,0.8365122615803815,0,4.663439094112067,5.017279836814924,2.93651291389402,5.556828061699537,4.543294782270004,2.534490149976828,2.766319109226186,1.791759469228055,1.6134299337036377
Yes,98,no,no,0,0.8207646439845667,0.6826923076923078,0.8207138436146071,190.4,102,16.18,0.8184250764525992,0.673076923076923,0.8181818181818182,0.5588235294117646,0.75,0.5585831062670301,4,5.607271574275357,4.787491742782046,3.853121897507985,5.654942309236727,4.77912349311153,2.6253929674212007,2.4932054526026954,1.9459101490553132,1.3862943611198906
No,149,no,yes,43,0.5938267274640476,0.29807692307692313,0.593769341860945,174.6,122,14.84,0.6532874617737002,0.3076923076923077,0.6533559898045879,0.5441176470588235,0.375,0.5422343324250682,1,5.336094730882067,4.382026634673881,3.5874002851640823,5.491001710377538,4.394449154672439,2.4740142086215764,2.4765384001174837,1.3862943611198906,1.3711807233098425
No,160,no,no,0,0.4538758330410383,0.5865384615384616,0.4538890035073242,236.0,117,20.06,0.9059633027522936,0.27884615384615385,0.9056924384027188,0.42647058823529405,0.125,0.4250681198910082,1,5.122772794033106,4.700480365792417,3.379633203746315,5.73204593992906,4.356708826689592,2.6973262377392344,2.33214389523559,0.6931471805599453,1.2556160374777745
