churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,total_dayminutos,total_daycalls,total_daycharge,total_eveminutos,total_evecalls,total_evecharge,total_nightminutos,total_nightcalls,total_nightcharge,total_intlminutos,total_intlcalls,total_intlcharge,numbercustomerservicecalls,accountlength_log,numbervmailmessages_log,total_dayminutos_log,total_daycalls_log,total_daycharge_log,total_eveminutos_log,total_evecalls_log,total_evecharge_log,total_nightminutos_log,total_nightcalls_log,total_nightcharge_log,total_intlminutos_log,total_intlcalls_log,total_intlcharge_log,numbercustomerservicecalls_log
No,27.0,no,no,0.0,193.8,102.0,32.95,118.9,104.0,10.11,135.9,124.0,6.12,9.2,3.0,2.48,0.0,3.332204510175204,0.0,5.271973391208435,4.634728988229636,3.5248888540047054,4.786658062033468,4.653960350157523,2.4078456036515385,4.919250732294404,4.8283137373023015,1.9629077254238845,2.322387720290225,1.3862943611198906,1.247032293786383,0.0
No,171.0,no,no,0.0,231.2,135.0,39.3,188.7,74.0,16.04,206.9,124.0,9.31,12.3,1.0,3.32,1.0,5.147494476813453,0.0,5.4475990692637914,4.912654885736052,3.696351468952637,5.245443876940969,4.31748811353631,2.83556352140117,5.337057194863967,4.8283137373023015,2.3331142980288684,2.5877640352277083,0.6931471805599453,1.463255402256019,0.6931471805599453
No,101.0,no,yes,33.0,200.1,108.0,34.02,188.9,122.0,16.06,205.1,90.0,9.23,15.5,4.0,4.19,0.0,4.624972813284271,3.5263605246161616,5.303802296778606,4.6913478822291435,3.555919326857706,5.24649761781824,4.812184355372417,2.836736542063533,5.328361487896413,4.51085950651685,2.325324579963535,2.803360380906535,1.6094379124341003,1.6467336971777973,0.0
No,32.0,no,yes,26.0,266.7,109.0,45.34,232.3,107.0,19.75,212.8,98.0,9.58,16.3,4.0,4.4,1.0,3.4965075614664802,3.295836866004329,5.589866950526307,4.700480365792417,3.8360055190042304,5.452325179027384,4.68213122712422,3.0325462466767075,5.365040998590945,4.59511985013459,2.3589654264301534,2.8507065015037334,1.6094379124341003,1.6863989535702286,0.6931471805599453
No,3.0,no,yes,36.0,118.1,117.0,20.08,221.5,125.0,18.83,103.9,89.0,4.68,11.9,6.0,3.21,2.0,1.3862943611198906,3.6109179126442243,4.779963476361254,4.770684624465665,3.0483247236731614,5.404927101606295,4.836281906951478,2.9871959425317045,4.653007515402251,4.499809670330265,1.7369512327330598,2.5572273113676265,1.9459101490553132,1.43746264769429,1.0986122886681096
No,151.0,no,no,0.0,175.3,106.0,29.8,144.3,87.0,12.27,160.2,88.0,7.21,11.8,5.0,3.19,0.0,5.0238805208462765,0.0,5.172187089403825,4.672828834461906,3.427514689979529,4.9788005705762375,4.477336814478207,2.5855058483441162,5.0826458300725275,4.48863636973214,2.105352923464337,2.5494451709255714,1.791759469228055,1.4327007339340463,0.0
No,60.0,no,no,0.0,125.1,99.0,21.27,248.8,62.0,21.15,211.3,79.0,9.51,11.2,3.0,3.02,3.0,4.110873864173311,0.0,4.837075242970874,4.605170185988092,3.1032404812692764,5.520660597691477,4.143134726391533,3.0978374964911444,5.35800036870921,4.382026634673881,2.3523271848888596,2.501435951739211,1.3862943611198906,1.3912819026309298,1.3862943611198906
No,119.0,no,no,0.0,176.8,90.0,30.06,224.7,81.0,19.1,204.6,77.0,9.21,7.5,4.4352,2.03,1.0,4.787491742782046,0.0,5.180659323079804,4.51085950651685,3.435920817720541,5.41920668382349,4.406719247264253,3.0007198150650303,5.32593253358101,4.356708826689592,2.3233676321765744,2.1400661634962708,2.772588722239781,1.1085626195212777,0.6931471805599453
No,43.0,no,no,0.0,241.9,101.0,41.12,129.4,121.0,11.0,264.8,104.0,11.92,5.9,3.0,1.59,1.0,3.784189633918261,0.0,5.492649836008127,4.624972813284271,3.740522687265775,4.870606649492553,4.804021044733257,2.4849066497880004,5.582744146279145,4.653960350157523,2.558776498354456,1.9315214116032138,1.3862943611198906,0.9516578757114464,0.6931471805599453
No,42.0,no,no,0.0,241.2,134.0,41.0,116.5,114.0,9.9,152.2,91.0,6.85,10.6,4.0,2.86,0.0,3.7612001156935624,0.0,5.489763831118992,4.90527477843843,3.7376696182833684,4.7664383335842135,4.74493212836325,2.388762789235098,5.0317442573064906,4.5217885770490405,2.060513531794317,2.451005098112319,1.6094379124341003,1.3506671834767394,0.0
No,84.0,no,no,0.0,217.1,99.0,36.91,236.0,68.0,20.06,118.3,120.0,5.32,9.4,4.0,2.54,1.0,4.442651256490317,0.0,5.384953673207583,4.605170185988092,3.635214929528243,5.4680601411351315,4.23410650459726,3.0473755067058295,4.78164132910387,4.795790545596741,1.843719208158766,2.341805806147327,1.6094379124341003,1.264126727145683,0.6931471805599453
No,65.0,no,no,0.0,195.4,110.0,33.22,181.2,109.0,15.4,178.5,105.0,8.03,8.9,4.0,2.4,0.0,4.189654742026425,0.0,5.280153395920365,4.709530201312334,3.5328102684640474,5.205104984825858,4.700480365792417,2.797281334830153,5.190175207928333,4.663439094112067,2.200552367428894,2.2925347571405443,1.6094379124341003,1.2237754316221157,0.0
Yes,75.0,yes,no,0.0,222.4,78.0,37.81,327.0,111.0,27.8,208.0,104.0,9.36,8.7,9.0,2.35,1.0,4.330733340286331,0.0,5.4089638866351,4.3694478524670215,3.658677945380815,5.793013608384144,4.718498871295094,3.3603753871419,5.342334251964811,4.653960350157523,2.337952236831337,2.272125885509337,2.302585092994046,1.208960345836975,0.6931471805599453
No,116.0,no,no,0.0,189.5,90.0,32.22,189.8,118.0,16.13,205.8,83.0,9.26,13.1,2.0,3.54,1.0,4.762173934797756,0.0,5.249652194566756,4.51085950651685,3.503152104185149,5.251225759014186,4.77912349311153,2.8408313123360287,5.331752142634274,4.430816798843313,2.3282528397426234,2.6461747973841225,1.0986122886681096,1.5129270120532565,0.6931471805599453
No,107.0,no,no,0.0,123.1,100.0,20.93,158.4,82.0,13.46,256.1,82.0,11.52,9.3,5.0,2.51,0.0,4.68213122712422,0.0,4.821087692210561,4.61512051684126,3.0878555624297968,5.071416766356115,4.418840607796598,2.671386216730619,5.549465114271844,4.418840607796598,2.5273273656719524,2.33214389523559,1.791759469228055,1.2556160374777745,0.0
No,189.0,no,yes,38.0,256.7,98.0,43.64,150.5,120.0,12.79,123.0,87.0,5.54,11.4,3.0,3.08,3.0,5.247024072160486,3.6635616461296463,5.551796117658319,4.59511985013459,3.7986303180730556,5.020585624949424,4.795790545596741,2.6239436918052106,4.820281565605037,4.477336814478207,1.8779371654691073,2.517696472610991,1.3862943611198906,1.4060969884160703,1.3862943611198906
No,123.0,no,no,0.0,159.1,94.0,27.05,241.6,119.0,20.54,202.4,120.0,9.11,6.5,1.0,1.76,1.0,4.820281565605037,0.0,5.075798620002669,4.553876891600541,3.3339886319687055,5.49141399650995,4.787491742782046,3.0699116717282426,5.315174483614459,4.795790545596741,2.3135250330323798,2.0149030205422647,0.6931471805599453,1.0152306797290587,0.6931471805599453
No,110.0,no,no,0.0,100.1,90.0,17.02,233.3,93.0,19.83,204.4,57.0,9.2,11.1,8.0,3.0,3.0,4.709530201312334,0.0,4.616110126026426,4.51085950651685,2.8914822521801917,5.45660234551375,4.543294782270004,3.0363942552728806,5.324959297494458,4.060443010546419,2.322387720290225,2.4932054526026954,2.1972245773362196,1.3862943611198906,1.3862943611198906
No,63.0,no,yes,32.0,30.9,113.0,5.25,187.0,113.0,15.9,230.8,101.0,10.39,8.6,7.0,2.32,1.0,4.1588830833596715,3.4965075614664802,3.462606009790799,4.736198448394496,1.8325814637483102,5.236441962829949,4.736198448394496,2.827313621929028,5.445874930905651,4.624972813284271,2.432735777459091,2.2617630984737906,2.0794415416798357,1.199964782928397,0.6931471805599453
No,176.0,no,no,0.0,223.2,76.0,37.94,214.4,131.0,18.22,154.4,80.0,6.95,10.1,2.0,2.73,3.0,5.176149732573829,0.0,5.4125385106380595,4.343805421853684,3.6620219999440535,5.372496764722288,4.882801922586371,2.955951403542146,5.046002437933547,4.394449154672439,2.0731719286662407,2.4069451083182885,1.0986122886681096,1.3164082336557241,1.3862943611198906
No,108.0,no,no,0.0,187.4,101.0,31.86,199.9,126.0,16.99,216.1,107.0,9.72,12.6,8.0,3.4,1.0,4.6913478822291435,0.0,5.238567362142263,4.624972813284271,3.492256112609122,5.302807271820889,4.844187086458591,2.8898160479624417,5.380358076884246,4.68213122712422,2.372111155642656,2.6100697927420065,2.1972245773362196,1.4816045409242156,0.6931471805599453
No,13.0,no,yes,21.0,315.6,105.0,53.65,208.9,71.0,17.76,260.1,123.0,11.7,12.1,3.0,3.27,3.0,2.639057329615259,3.091042453358316,5.757639147446912,4.663439094112067,4.000949214622548,5.346631226826587,4.276666119016055,2.9317269435780786,5.5649034757050835,4.820281565605037,2.5416019934645457,2.5726122302071057,1.3862943611198906,1.4516138272405332,1.3862943611198906
No,71.0,no,no,0.0,277.5,104.0,47.18,131.8,121.0,11.2,126.9,101.0,5.71,8.2,2.0,2.21,1.0,4.276666119016055,0.0,5.629418059367339,4.653960350157523,3.874943997186725,4.888844237042334,4.804021044733257,2.501435951739211,4.851248708584797,4.624972813284271,1.9035989509835904,2.2192034840549946,1.0986122886681096,1.1662709371419244,0.6931471805599453
No,88.0,no,no,0.0,189.8,111.0,32.27,197.3,101.0,16.77,234.5,111.0,10.55,14.9,3.0,4.02,2.0,4.48863636973214,0.0,5.251225759014186,4.718498871295094,3.5046560900303856,5.28978103552575,4.624972813284271,2.87751164216656,5.461710913456472,4.718498871295094,2.446685436967803,2.766319109226186,1.3862943611198906,1.6134299337036377,1.0986122886681096
No,137.0,no,no,0.0,147.2,119.0,25.02,192.8,91.0,16.39,172.7,105.0,7.77,10.2,4.0,2.75,1.0,4.927253685157205,0.0,4.998562712861986,4.787491742782046,3.2588654730843594,5.266826699456666,4.5217885770490405,2.855895328366192,5.157329673247059,4.663439094112067,2.1713368063840917,2.4159137783010487,1.6094379124341003,1.3217558399823195,0.6931471805599453
No,82.0,no,no,0.0,185.8,100.0294,31.59,276.5,134.0,23.5,192.1,104.0,8.64,5.7,7.0,1.54,4.0,4.418840607796598,0.0,5.230038525794742,3.6109179126442243,3.4840054928494704,5.625820933186489,4.90527477843843,3.1986731175506815,5.263208189434469,4.653960350157523,2.265921108622454,1.9021075263969205,2.0794415416798357,0.9321640810304452,1.6094379124341003
No,92.0,no,yes,29.0,155.4,110.0,26.42,188.5,104.0,16.02,254.9,118.0,11.47,8.0,4.0,2.16,3.0,4.532599493153256,3.4011973816621555,5.052416828111211,4.709530201312334,3.3112726741341683,5.244389024522481,4.653960350157523,2.834389123145228,5.544786743165743,4.77912349311153,2.523325759691945,2.1972245773362196,1.6094379124341003,1.1505720275988207,1.3862943611198906
No,165.0,no,no,0.0,154.2,91.0,26.21,268.6,108.0,22.83,188.8,99.0,8.5,10.9,4.0,2.94,1.5704,5.111987788356544,0.0,5.0447146077491185,4.5217885770490405,3.303584552795155,5.596939379038152,4.6913478822291435,3.170945291110651,5.245970886175828,4.605170185988092,2.2512917986064953,2.4765384001174837,1.6094379124341003,1.3711807233098425,1.9459101490553132
No,96.0,no,no,0.0,97.6,98.0,16.59,105.5,118.0,8.97,220.2,105.0,9.91,11.6,9.0,3.13,1.0,4.574710978503383,0.0,4.591071261608589,4.59511985013459,2.8673305587494666,4.66814498514948,4.77912349311153,2.299580583973747,5.39906726964818,4.663439094112067,2.3896797998449797,2.533696813957432,2.302585092994046,1.4182774069729414,0.6931471805599453
No,156.0,no,no,0.0,178.8,94.0,30.4,178.4,97.0,15.16,169.2,77.0,7.61,7.5,3.0,2.03,1.0,5.056245805348308,0.0,5.19184512203752,4.553876891600541,3.4468078929142076,5.1896179496246955,4.584967478670572,2.7825390530929495,5.136974216139274,4.356708826689592,2.1529243184396396,2.1400661634962708,1.3862943611198906,1.1085626195212777,0.6931471805599453
No,63.0,no,no,0.0,149.3,104.0,25.38,273.6,75.0,23.26,206.6,72.0,9.3,9.1,4.0,2.46,0.0,4.1588830833596715,0.0,5.012633296758929,4.653960350157523,3.2726061472891685,5.6153154933338705,4.330733340286331,3.1888289035159043,5.335613151291733,4.290459441148391,2.33214389523559,2.312535423847214,1.6094379124341003,1.2412685890696329,0.0
No,37.0,no,no,0.0,206.0,89.0,35.02,186.0,88.0,15.81,307.1,86.0,13.82,8.4,4.29635392,2.27,0.0,3.6375861597263857,0.0,5.332718793265369,4.499809670330265,3.58407433974781,5.231108616854587,4.48863636973214,2.821973947420524,5.730424405602622,4.465908118654584,2.695977619867941,2.2407096892759584,2.4849066497880004,1.184789984909162,0.0
No,98.0,no,no,0.0,216.8,86.0,36.86,190.8,114.0,16.22,187.5,79.0,8.44,11.0,9.0,2.97,0.0,4.59511985013459,0.0,5.38357721049886,4.465908118654584,3.633895145781177,5.256453162449338,4.74493212836325,2.8460714989995846,5.2390980068880655,4.382026634673881,2.2449559801574095,2.4849066497880004,2.302585092994046,1.3787660946990992,0.0
No,121.0,no,no,0.0,103.3,110.0,17.56,129.1,82.0,10.97,167.1,113.0,7.52,10.7,3.0,2.89,0.0,4.804021044733257,0.0,4.647271362006727,4.709530201312334,2.9210087273580543,4.86830338551846,4.418840607796598,2.482403519569882,5.12455904041457,4.736198448394496,2.1424163408412245,2.4595888418037104,1.3862943611198906,1.358409157630355,0.0
No,94.0,no,no,0.0,139.4,95.0,23.7,159.1,92.0,13.52,128.2,129.0,5.77,7.7,3.0,2.08,0.0,4.553876891600541,0.0,4.944495491591711,4.564348191467836,3.2068032436339315,5.075798620002669,4.532599493153256,2.67552700939665,4.861361591348501,4.867534450455582,1.9125010869241836,2.1633230256605382,1.3862943611198906,1.1249295969854831,0.0
No,99.0,no,no,0.0,191.2,110.0,32.5,163.9,102.0,13.93,243.6,114.0,10.96,14.1,3.0,3.81,1.0,4.605170185988092,0.0,5.258536496536192,4.709530201312334,3.5115454388310208,5.105339229565553,4.634728988229636,2.703372611551099,5.499624223253072,4.74493212836325,2.481567748522486,2.714694743820879,1.3862943611198906,1.5706970841176697,0.6931471805599453
No,163.0,no,yes,23.0,160.0,104.0,27.2,189.4,64.0,16.1,229.9,118.0,10.35,10.4,7.0,2.81,1.0,5.099866427824199,3.1780538303479458,5.081404364984463,4.653960350157523,3.339321977944068,5.249127122357265,4.174387269895637,2.8390784635086144,5.44198471636045,4.77912349311153,2.4292177439274116,2.4336133554004498,2.0794415416798357,1.3376291891386096,0.6931471805599453
No,161.0,no,no,0.0,221.7,95.0,37.69,193.0,82.0,16.41,194.1,113.0,8.73,6.5,4.0,1.76,3.0,5.087596335232384,0.0,5.405825574263321,4.564348191467836,3.6555811687124216,5.267858159063328,4.418840607796598,2.8570447537800976,5.273512247629066,4.736198448394496,2.2752138961979136,2.0149030205422647,1.6094379124341003,1.0152306797290587,1.3862943611198906
No,99.0,no,no,0.0,62.9,81.0,10.69,231.0,64.0,19.64,168.9,121.0,7.6,8.5,5.0,2.3,1.0,4.605170185988092,0.0,4.157319361383489,4.406719247264253,2.458733775483977,5.44673737166631,4.174387269895637,3.027230940613362,5.135210028677887,4.804021044733257,2.151762203259462,2.2512917986064953,1.791759469228055,1.1939224684724346,0.6931471805599453
No,108.0,no,no,0.0,215.6,78.0,36.65,195.3,119.0,16.6,194.4,65.0,8.75,3.6,5.0,0.97,1.0,4.6913478822291435,0.0,5.37805233456689,4.3694478524670215,3.6283329542459026,5.279644101282416,4.787491742782046,2.8678989020441064,5.275048739608683,4.189654742026425,2.277267285009756,1.5260563034950494,1.791759469228055,0.6780335427498971,0.6931471805599453
No,84.0,no,yes,42.0,165.3,97.0,28.1,223.5,118.0,19.0,260.8,72.0,11.74,7.6,7.0,2.05,3.0,4.442651256490317,3.7612001156935624,5.113793386198882,4.584967478670572,3.370738174177447,5.413875707182309,4.77912349311153,2.995732273553991,5.5675808534758,4.290459441148391,2.5447466501440172,2.151762203259462,2.0794415416798357,1.11514159061932,1.3862943611198906
No,83.0,yes,yes,32.0,94.7,111.0,16.1,154.4,98.0,13.12,200.4,109.0,9.02,10.6,6.0,2.86,2.0,4.430816798843313,3.4965075614664802,4.5612182984589085,4.718498871295094,2.8390784635086144,5.046002437933547,4.59511985013459,2.647592232065096,5.305292980284462,4.700480365792417,2.3045830956567186,2.451005098112319,1.9459101490553132,1.3506671834767394,1.0986122886681096
No,139.0,no,no,0.0,203.2,81.0,34.54,152.5,99.0,12.96,197.8,76.0,8.9,9.7,3.0,2.62,2.0,4.941642422609304,0.0,5.319099905730565,4.406719247264253,3.5706588227265055,5.033700567027251,4.605170185988092,2.6361960973342264,5.292299294222474,4.343805421853684,2.2925347571405443,2.3702437414678603,1.3862943611198906,1.2864740258376797,1.0986122886681096
No,69.0,no,no,0.0,195.3,70.0,33.2,216.7,108.0,18.42,259.9,119.0,11.7,12.5,4.0,3.38,3.0,4.248495242049359,0.0,5.279644101282416,4.2626798770413155,3.5322256440685598,5.3831179682405015,4.6913478822291435,2.966303462863179,5.564137192142683,4.787491742782046,2.5416019934645457,2.6026896854443837,1.6094379124341003,1.4770487243883548,1.3862943611198906
No,129.0,no,no,0.0,143.7,114.0,24.43,297.8,98.0,25.31,212.6,86.0,9.57,11.4,8.0,3.08,4.0,4.867534450455582,0.0,4.974662633637438,4.74493212836325,3.2359295794340284,5.699774453258662,4.59511985013459,3.269949095052201,5.36410510708604,4.465908118654584,2.3580197998821464,2.517696472610991,2.1972245773362196,1.4060969884160703,1.6094379124341003
No,106.0,no,no,0.0,114.4,104.0,19.45,78.3,101.0,6.66,232.7,78.0,10.47,10.261779999999998,0.0,2.7711959999999998,2.0,4.672828834461906,0.0,4.748404354073999,4.653960350157523,3.017982882488811,4.373238128640803,4.624972813284271,2.0360119837525,5.454038241544812,4.3694478524670215,2.4397349311412793,0.0,0.0,0.0,1.0986122886681096
No,158.0,no,no,0.0,222.8,101.0,37.88,203.0,128.0,17.26,210.6,106.0,9.48,6.9,2.0,1.86,2.0,5.0689042022202315,0.0,5.4107527958778245,4.624972813284271,3.6604799795922385,5.318119993844216,4.859812404361672,2.9047128751668225,5.354697699984144,4.672828834461906,2.349468678892896,2.066862759472976,1.0986122886681096,1.0508216248317612,1.0986122886681096
No,168.0,no,yes,22.0,175.9,70.0,29.9,211.7,105.0,17.99,174.5,81.0,7.85,7.3,5.0,1.97,2.0,5.1298987149230735,3.1354942159291497,5.17558460116574,4.2626798770413155,3.4307561839036995,5.3598827222061916,4.663439094112067,2.9439125248241944,5.167639042905921,4.406719247264253,2.180417459019838,2.1162555148025524,1.791759469228055,1.0885619528146082,1.0986122886681096
Yes,115.0,yes,no,0.0,249.9,95.0,42.48,242.5,104.0,20.61,151.7,121.0,6.83,15.3,6.0,4.13,1.0,4.7535901911063645,0.0,5.525054453372377,4.564348191467836,3.7723010622530087,5.495116942522644,4.653960350157523,3.0731561705187946,5.028475212224587,4.804021044733257,2.057962510002712,2.791165107812717,1.9459101490553132,1.635105659182678,0.6931471805599453
No,57.0,yes,yes,30.0,234.5,130.0,39.87,195.2,116.0,16.59,268.8,94.0,12.1,11.4,4.0,3.08,2.0,4.060443010546419,3.4339872044851463,5.461710913456472,4.875197323201151,3.7103962975761857,5.279134547131263,4.762173934797756,2.8673305587494666,5.597680943773655,4.553876891600541,2.5726122302071057,2.517696472610991,1.6094379124341003,1.4060969884160703,1.0986122886681096
No,67.0,no,no,0.0,210.7,116.0,35.82,219.2,86.0,18.63,179.7,83.0,8.09,7.2,6.0,1.94,1.0,4.219507705176107,0.0,5.35517017814082,4.762173934797756,3.6060411758049318,5.394536224288579,4.465908118654584,2.9770590082883697,5.196838197598183,4.430816798843313,2.2071749081893874,2.1041341542702074,1.9459101490553132,1.0784095813505903,0.6931471805599453
No,127.0,no,no,0.0,182.3,124.0,30.99,169.9,110.0,14.44,184.0,116.0,8.28,9.3,3.0,2.51,1.0,4.852030263919617,0.0,5.21112415484566,4.8283137373023015,3.4654233539614268,5.141078590121545,4.709530201312334,2.73696154459663,5.220355825078325,4.762173934797756,2.2278615467981093,2.33214389523559,1.3862943611198906,1.2556160374777745,0.6931471805599453
No,78.0,no,no,0.0,190.3,88.0,32.35,194.5,89.0,16.53,256.5,109.0,11.54,11.7,5.0,3.16,2.0,4.3694478524670215,0.0,5.253842876446207,4.48863636973214,3.507057772361633,5.27556037942542,4.499809670330265,2.863913698933143,5.551019720103791,4.700480365792417,2.5289235352047745,2.5416019934645457,1.791759469228055,1.425515074273172,1.0986122886681096
No,100.0,no,yes,38.0,177.1,88.0,30.11,163.7,108.0,13.91,242.7,72.0,10.92,7.4,2.0,2.0,0.0,4.61512051684126,3.6635616461296463,5.1823451902956155,4.48863636973214,3.4375293109095457,5.104125637183595,4.6913478822291435,2.702032128776647,5.495937960631161,4.290459441148391,2.4782176616372036,2.128231705849268,1.0986122886681096,1.0986122886681096,0.0
Yes,103.0,no,yes,36.0,87.2,92.0,14.82,169.3,110.0,14.39,166.7,80.0,7.5,10.9,5.0,2.94,1.5704,4.6443908991413725,3.6109179126442243,4.4796069630127455,4.532599493153256,2.761274962339508,5.1375615876686425,4.709530201312334,2.733717947850788,5.122176668829163,4.394449154672439,2.1400661634962708,2.4765384001174837,1.791759469228055,1.3711807233098425,1.9459101490553132
No,113.0,no,no,0.0,215.6,96.0,36.65,193.4,127.0,16.44,105.4,115.0,4.74,13.5,3.0,3.65,1.0,4.736198448394496,0.0,5.37805233456689,4.574710978503383,3.6283329542459026,5.2699178920263385,4.852030263919617,2.8587664184808337,4.667205576907544,4.7535901911063645,1.747459210331475,2.6741486494265287,1.3862943611198906,1.536867219599265,0.6931471805599453
No,78.0,no,no,0.0,137.4,109.0,23.36,237.6,49.0,20.2,206.7,136.0,9.3,14.0,4.29635392,3.78,3.0,4.3694478524670215,0.0,4.93014804318357,4.700480365792417,3.192942442841696,5.474788509663815,3.912023005428146,3.054001181677967,5.336094730882067,4.919980925828125,2.33214389523559,2.70805020110221,2.4849066497880004,1.5644405465033646,1.3862943611198906
No,129.0,no,yes,36.0,192.8,103.0,32.78,177.0,83.0,15.05,216.5,118.0,9.74,16.4,5.0,4.43,1.0,4.867534450455582,3.6109179126442243,5.266826699456666,4.6443908991413725,3.519868911379654,5.181783550292085,4.430816798843313,2.775708849576025,5.382198850528739,4.77912349311153,2.3739750890807185,2.856470206220483,1.791759469228055,1.691939133945844,0.6931471805599453
No,57.0,no,no,0.0,149.3,100.0,25.38,200.2,110.0,17.02,231.7,101.0,10.43,11.9,3.0,3.21,2.0,4.060443010546419,0.0,5.012633296758929,4.61512051684126,3.2726061472891685,5.304299438225584,4.709530201312334,2.8914822521801917,5.449750070308246,4.624972813284271,2.4362414778067194,2.5572273113676265,1.3862943611198906,1.43746264769429,1.0986122886681096
No,82.0,no,no,0.0,143.7,116.0,24.43,170.7,99.0,14.51,287.7,95.0,12.95,7.8,5.0,2.11,1.0,4.418840607796598,0.0,4.974662633637438,4.762173934797756,3.2359295794340284,5.14574876790343,4.605170185988092,2.7414849771884473,5.665388086668889,4.564348191467836,2.6354795082673745,2.174751721484161,1.791759469228055,1.1346227261911428,0.6931471805599453
No,64.0,no,no,0.0,224.8,111.0,38.22,190.0,101.0,16.15,221.4,110.0,9.96,9.2,2.0,2.48,1.0,4.174387269895637,0.0,5.419649651715562,4.718498871295094,3.6691868207682004,5.25227342804663,4.624972813284271,2.841998173611949,5.404477562376427,4.709530201312334,2.3942522815198695,2.322387720290225,1.0986122886681096,1.247032293786383,0.6931471805599453
No,86.0,no,yes,39.0,261.2,122.0,44.4,214.2,101.0,18.21,154.9,101.0,6.97,12.7,5.0,3.43,2.0,4.465908118654584,3.6888794541139363,5.569107571329599,4.812184355372417,3.8155121050473024,5.371567828287629,4.624972813284271,2.955430976780465,5.049214776063731,4.624972813284271,2.075684492802124,2.617395832834079,1.791759469228055,1.4883995840570443,1.0986122886681096
No,151.0,no,yes,26.0,196.5,98.0,33.41,175.8,111.0,14.94,221.8,124.0,9.98,13.4,5.0,3.62,0.0,5.0238805208462765,3.295836866004329,5.285738584341177,4.59511985013459,3.538347219809389,5.175019150203543,4.718498871295094,2.768831673362069,5.406274508053129,4.8283137373023015,2.3960754360813845,2.667228206581955,1.791759469228055,1.5303947050936475,0.0
Yes,94.0,no,no,0.0,271.2,105.0,46.1,202.6,105.0,17.22,221.6,51.0,9.97,11.5,3.0,3.11,3.0,4.553876891600541,0.0,5.6065370902173655,4.663439094112067,3.8522730010223722,5.316157284676367,4.663439094112067,2.9025198918318122,5.4053764388414445,3.9512437185814275,2.395164274287139,2.5257286443082556,1.3862943611198906,1.4134230285081433,1.3862943611198906
No,90.0,no,no,0.0,207.2,121.0,35.22,292.5,104.0,24.86,226.3,103.0,10.18,8.0,1.0,2.16,2.0,4.51085950651685,0.0,5.338499156180869,4.804021044733257,3.589611452455267,5.681877639268151,4.653960350157523,3.2526973733437115,5.426270730858498,4.6443908991413725,2.414126467726953,2.1972245773362196,0.6931471805599453,1.1505720275988207,1.0986122886681096
No,48.0,no,no,0.0,300.4,94.0,51.07,133.2,103.0,11.32,197.4,94.0,8.88,7.2,5.0,1.94,2.0,3.8918202981106265,0.0,5.708438286192395,4.553876891600541,3.952588967174808,4.8993312245375815,4.6443908991413725,2.511223958105374,5.290285194850773,4.553876891600541,2.2905125117597764,2.1041341542702074,1.791759469228055,1.0784095813505903,1.0986122886681096
No,85.0,no,yes,37.0,229.6,123.0,39.03,132.3,90.0,11.25,211.9,76.0,9.54,9.5,8.0,2.57,2.0,4.454347296253507,3.6375861597263857,5.440684607834958,4.820281565605037,3.6896291730044823,4.892602227184663,4.51085950651685,2.505525936990736,5.360822571899434,4.343805421853684,2.355177543113216,2.3513752571634776,2.1972245773362196,1.2725655957915476,1.0986122886681096
No,93.0,yes,yes,20.0,187.5,110.0,31.88,169.8,94.0,14.43,175.3,127.0,7.89,12.1,4.0,3.27,1.0,4.543294782270004,3.044522437723423,5.2390980068880655,4.709530201312334,3.492864570187979,5.14049328135447,4.553876891600541,2.7363136663750693,5.172187089403825,4.852030263919617,2.1849270495258133,2.5726122302071057,1.6094379124341003,1.4516138272405332,0.6931471805599453
No,169.0,yes,no,0.0,57.1,98.0,9.71,199.7,78.0,16.97,274.7,103.0,12.36,6.5,6.0,1.76,3.0,5.135798437050262,0.0,4.062165663857866,4.59511985013459,2.3711778844596574,5.301811255802292,4.3694478524670215,2.8887037007954675,5.619313318029751,4.6443908991413725,2.5922651681085,2.0149030205422647,1.9459101490553132,1.0152306797290587,1.3862943611198906
Yes,68.0,no,no,0.0,162.1,86.0,27.56,155.0,86.0,13.18,189.7,87.0,8.54,11.0,9.0,2.97,5.0,4.23410650459726,0.0,5.094363509626968,4.465908118654584,3.3520071374713836,5.049856007249537,4.465908118654584,2.6518325211039815,5.250701512606374,4.477336814478207,2.255493485460195,2.4849066497880004,2.302585092994046,1.3787660946990992,1.791759469228055
Yes,91.0,yes,no,0.0,145.0,89.0,24.65,175.8,102.0,14.94,223.7,151.0,10.07,16.7,3.0,4.51,2.0,4.5217885770490405,0.0,4.983606621708336,4.499809670330265,3.2445435716167785,5.175019150203543,4.634728988229636,2.768831673362069,5.414766179191283,5.0238805208462765,2.4042387467205457,2.8735646395797834,1.3862943611198906,1.706564623164823,1.0986122886681096
No,68.0,no,no,0.0,159.5,123.0,27.12,240.8,93.0,20.47,210.3,76.0,9.46,11.4,3.0,3.08,1.0,4.23410650459726,0.0,5.07829394257007,4.820281565605037,3.336481066942464,5.488110938180692,4.543294782270004,3.0666566118906897,5.353278924622011,4.343805421853684,2.347558458636777,2.517696472610991,1.3862943611198906,1.4060969884160703,0.6931471805599453
